Nama Kost,Tipe,Harga,Harga_Int,Lokasi,Lokasi Clean,Deskripsi,Spesifikasi Kamar,Fasilitas Kamar,Fasilitas Kamar Mandi,Fasilitas Umum,Fasilitas Parkir,Fasilitas Lain,Link,lat,lon
Kost Adipati 10 Bandung Wetan Bandung,Putri,Rp2.000.000,2000000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (547 m), Alfamart A Yani 419 (3.0 km), Masjid Al-Muttaqin (Gedung Sate) (451 m), Bank Mandiri Bandung Priority Banking Soerapatti (252 m), Universitas Padjadjaran Kampus Dipatiukur (779 m), RS Umum Santo Borromeus (663 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, Kulkas, Mesin Cuci, R. Jemur, R. Makan, Dispenser, Dapur, Jemuran, Rice Cooker, Pengurus Kos","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-adipati-10-bandung-wetan-bandung-2?redirection_source=landing%20area,-6.906519061664596,107.61623023890417
Kost Pinta Pahlawan Cibeunying Kidul Bandung,Putri,Rp600.000,600000,Kecamatan Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Cintaasih (2.4 km), Alfamart (1.1 km), Christian Church Pasundan Awiligar (2.0 km), Bank BJB Weekend Banking (1.6 km), Institut Teknologi Nasional Bandung (175 m), RS Ibu dan Anak Al Islam (1.3 km).","3 x 4 meter, Termasuk listrik","Kasur, Lemari / Storage, Ventilasi","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, Jemuran, CCTV, Balcon, K. Mandi Luar",,,https://mamikos.com/room/kost-kota-bandung-kost-putri-murah-kost-pinta-pahlawan-cibeunying-kidul-bandung-2?redirection_source=landing%20area,-6.896844577356212,107.65038575644763
Kost Bu Enita Cibeunying Kaler Bandung,Campur,Rp550.000,550000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Pondok (796 m), Alfamart Bojong Koneng (1.5 km), Masjid Pusdai (569 m), Universitas Padjadjaran Kampus Dipatiukur (1.6 km), Sinar Abadi Balubur Town Square (2.3 km).","3 x 5 meter, Termasuk listrik","Kasur, Lemari / Storage, Jendela, Cleaning service","Kloset Jongkok, K. Mandi Luar, Ember mandi, Bak mandi","R. Cuci, Penjaga Kos, Mushola, Dapur, Pengurus Kos, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-bu-enita-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.8844413758855305,107.628409563383
Kost Sukamulus Cibeunying Kidul Bandung,Campur,Rp450.000,450000,Cibeunying Kidul,Cibeunying Kidul,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (3.1 km), Alfamart A Yani 419 (284 m), Masjid Pusdai (1.6 km), Bank Mandiri Bandung Priority Banking Soerapatti (2.6 km), Institut Teknologi Nasional Bandung (1.2 km), RS Umum Santo Yusup (583 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Ventilasi, Jendela, Cermin, Bantal, Cleaning service","Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower, Bak mandi","WiFi, R. Cuci, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, CCTV, Gazebo","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-murah-kost-sukamulus-cibeunying-kidul-bandung?redirection_source=landing%20area,-6.898264212927511,107.65168037738702
Kost Otto Residence Tipe E Astanaanyar Bandung,Campur,Rp1.700.000,1700000,Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (211 m), Circle K (534 m), Masjid Raya Bandung (446 m), Bank BJB - Cabang Utama Bandung (905 m), Institut Seni Budaya Indonesia Bandung (3.4 km), Bandung Electronic Center (2.0 km).","4 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Meja Rias, Lemari / Storage, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","R. Jemur, Dapur",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-otto-residence-tipe-e-astanaanyar-bandung?redirection_source=landing%20area,-6.939545847371026,107.60156335542956
Kost Ciguriang 25 Exclusive Regol Bandung,Campur,Rp2.500.000,2500000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.4 km), Alfamart (3.0 km), Church of Isa Almasih (1.0 km), Bank BJB - Cabang Utama Bandung (817 m), Universitas Islam Bandung (2.4 km), RS Umum Bungsu (1.2 km).","3 x 4 meter, Tidak termasuk listrik","AC, Kasur, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Wastafel, Kursi","K. Mandi Dalam, Kloset Duduk, Wastafel, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, Laundry, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur","Parkir Mobil, Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-ciguriang-25-exclusive-regol-bandung?redirection_source=landing%20area,-6.938690078692421,107.6124217053918
Kost Mudita Kasih Executive Cicendo Bandung,Campur,Rp1.850.000,1850000,Kecamatan Cicendo,Cicendo,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (1.0 km), Alfamart (1.2 km), Masjid Al Asy'ari Unisba (749 m), Bank BJB - Kantor Cabang Tamansari (803 m), Universitas Islam Bandung (777 m), RS Umum Melinda 2 (701 m).","3 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Ventilasi, Jendela, Guling, Cermin, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower, Air panas","WiFi, Kulkas, Mesin Cuci, R. Jemur, Dapur, Jemuran, CCTV",Parkir Motor & Sepeda,,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mudita-kasih-executive-cicendo-bandung?redirection_source=landing%20area,-6.902933997970407,107.58748377295892
Kost Anton Tipe B Lengkong Bandung,Campur,Rp1.300.000,1300000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (683 m), Alfamart (2.9 km), Church In Bandung (409 m), Bank BJB - Cabang Utama Bandung (876 m), Universitas Islam Bandung (2.5 km), RS Umum Bungsu (743 m).","3.6 x 2.4 meter, Tidak termasuk listrik","Kasur, Meja, TV, Lemari / Storage, Kulkas, Ventilasi, Meja makan, Jendela, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, K. Mandi Luar, Ember mandi, Shower","WiFi, Kulkas, Laundry, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser, Dapur","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-anton-tipe-b-lengkong-bandung-2?redirection_source=landing%20area,-6.933454485417355,107.62690901348634
Kost Mania Regol Bandung,Campur,Rp1.600.000,1600000,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Jaya Bahari (526 m), Circle K (846 m), Gereja Kristen Kalam Kudus Pasundan (494 m), Institut Seni Budaya Indonesia Bandung (3.1 km), RSU Bhayangkara Tk II Sartika Asih (3.3 km), Bandung Electronic Center (2.3 km).","3 x 3 meter, Termasuk listrik","Kasur, Meja, TV, Lemari / Storage, Meja makan","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Ember mandi, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dispenser","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-mania-regol-bandung-2?redirection_source=landing%20area,-6.938264607352755,107.6131126479979
Kost My Four Tipe A Bandung Wetan Bandung,Campur,Rp1.100.000,1100000,Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (346 m), Alfamart A Yani 419 (3.0 km), Masjid Al-Muttaqin (Gedung Sate) (469 m), Bank Mandiri Bandung Priority Banking Soerapatti (452 m), Universitas Islam Bandung (650 m), RS Ibu dan Anak Limijati (476 m).","2.5 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Kursi","Kloset Jongkok, K. Mandi Luar, Shower, Air panas, Bak mandi","WiFi, Mesin Cuci, R. Jemur, R. Makan, Dapur, Taman","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-my-four-tipe-a-bandung-wetan-bandung?redirection_source=landing%20area,-6.903519461555258,107.61648421056486
Kost Sitimunigar Executive Ac Astanaanyar Bandung,Campur,Rp1.700.000,1700000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (2.8 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.9 km), RS Umum Bungsu (1.6 km).","4 x 4 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Laundry, Penjaga Kos, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV, Balcon, R. Keluarga","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-sitimunigar-executive-ac-astanaanyar-bandung?redirection_source=landing%20area,-6.939737013876714,107.60100727052256
Kost Sitimunigar Reguler Ac Astanaanyar Bandung,Campur,Rp1.500.000,1500000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (2.8 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.9 km), RS Umum Bungsu (1.6 km).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Jendela, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Kulkas, Laundry, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-sitimunigar-reguler-ac-astanaanyar-bandung-2?redirection_source=landing%20area,-6.937387331370375,107.60143266772108
Kost Cikawao Lengkong Besar Bandung,Campur,Rp800.000,800000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Cikawao (98 m), Alfamart A Yani 419 (3.3 km), Church of Isa Almasih (271 m), Citibank Indonesia (574 m), Akademi Sekretari Dan Manajemen BSI Bandung (940 m), RS Umum Bungsu (898 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Lemari / Storage","K. Mandi Dalam, Kloset Jongkok, Ember mandi","WiFi, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Dapur, TV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-bandung-kost-campur-murah-kost-cikawao-lengkong-besar-bandung-1?redirection_source=landing%20area,-6.934955720214048,107.62518383684782
Kost Kelinci 11 AC Lengkong Bandung,Campur,Rp1.250.000,1250000,Kecamatan Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (439 m), Alfamart A Yani 419 (3.2 km), Masjid Jami Nurul Falah (439 m), CIMB Niaga (Buah Batu) (697 m), Akademi Sekretari Dan Manajemen BSI Bandung (318 m), RS Umum Muhammadiyah (430 m).","3 x 3 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Kursi","K. Mandi Dalam, Kloset Duduk","WiFi, R. Cuci, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, Dispenser, Dapur, CCTV","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-kelinci-11-ac-lengkong-bandung-2?redirection_source=landing%20area,-6.934078989248152,107.62494204954602
Kost Albani Regol Bandung,Putri,Rp1.650.001,1650001,Kecamatan Regol,Regol,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (884 m), Circle K (867 m), Church of Isa Almasih (726 m), Institut Seni Budaya Indonesia Bandung (2.3 km), RSU Bhayangkara Tk II Sartika Asih (2.5 km), Bandung Electronic Center (2.9 km).","2.9 x 2.2 meter, Termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal, Kipas Angin","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Kulkas, R. Jemur, Dapur, Jemuran, Pengurus Kos, Rooftop, Balcon","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-albani-regol-bandung?redirection_source=landing%20area,-6.937885191610193,107.61425030894654
Kost Kejaksaan Tipe Street View Sumur Bandung,Putri,Rp1.200.000,1200000,Sumur Bandung,Sumur Bandung,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Soto Bali (897 m), Alfamart A Yani 419 (3.3 km), Masjid Raya Bandung (546 m), Bank BJB - Cabang Utama Bandung (172 m), Universitas Padjadjaran Kampus Dipatiukur (2.9 km), Bandung Electronic Center (1.2 km).","2.5 x 3.1 meter, Tidak termasuk listrik","AC, Kasur, Meja, Lemari / Storage, Kursi","Kloset Duduk, K. Mandi Luar, Wastafel, Shower, Air panas","WiFi, Dapur, Pengurus Kos, CCTV, K. Mandi Luar",Parkir Motor,,https://mamikos.com/room/kost-kota-bandung-kost-putri-eksklusif-kost-kejaksaan-tipe-street-view-sumur-bandung-?redirection_source=landing%20area,-6.913067719689407,107.6160005039988
Kost Sitimunigar Executive Astanaanyar Bandung,Campur,Rp1.600.000,1600000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses masuk mobil, berlokasi dekat dengan Warteg Bahari (1.5 km), Alfamart (2.8 km), Church of Isa Almasih (1.1 km), Bank BJB - Cabang Utama Bandung (1.3 km), Universitas Islam Bandung (2.9 km), RS Umum Bungsu (1.6 km).","4 x 4 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower","WiFi, Laundry, Penjaga Kos, R. Makan, R. Santai, Dapur, Pengurus Kos, CCTV, Balcon, R. Keluarga","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-sitimunigar-executive-astanaanyar-bandung?redirection_source=landing%20area,-6.940138044642174,107.60218106128
Kost Pondok Kebon Kembang 3 Tipe A Bandung Wetan Bandung,Campur,Rp1.450.000,1450000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (451 m), Alfamart (597 m), Masjid Al Arief (371 m), Bank BJB - Kantor Cabang Tamansari (513 m), Universitas Islam Bandung (506 m), RS Umum Tk IV 03.07.03Sariningsih (900 m).","3 x 4 meter, Termasuk listrik","AC, Kasur, Dispenser, Meja, Lemari / Storage, Jendela, Cermin, Bantal, TV Kabel, Kursi","K. Mandi Dalam, Kloset Duduk, Ember mandi, Shower, Air panas","WiFi, R. Cuci, Kulkas, Mesin Cuci, R. Tamu, Penjaga Kos, R. Jemur, R. Santai, Dispenser, Dapur","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-pondok-kebon-kembang-3-tipe-a-bandung-wetan-bandung?redirection_source=landing%20area,-6.905133136371865,107.61771071249558
Kost Lilia Cozy Room Smart Astanaanyar Bandung,Campur,Rp1.000.000,1000000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Alfamart (2.7 km), Church of Isa Almasih (1.2 km), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (3.0 km), RS Umum Bungsu (1.8 km).","1.9 x 2.9 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Wastafel, Ember mandi, Shower","WiFi, R. Cuci, Kulkas, Laundry, R. Tamu, Penjaga Kos, R. Jemur, Dapur, Jemuran, Pengurus Kos","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-lilia-cozy-room-smart-astanaanyar-bandung?redirection_source=landing%20area,-6.9389026700013705,107.603789165063
Kost Pandawa Jl Masjid At Taufiq Batununggal Bandung,Putra,Rp750.000,750000,Kecamatan Batununggal,Batununggal,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Berkah Bahari (407 m), Alfamart A Yani 419 (2.7 km), Gereja Katolik Hati Tak Bernoda Santa Perawan Maria (1.5 km), Sekolah Tinggi Ilmu Ekonomi Pasundan (421 m).","3 x 3 meter, Termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela","Kloset Jongkok, K. Mandi Luar, Ember mandi","WiFi, Dapur, Jemuran, K. Mandi Luar","Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-murah-kost-pandawa-jl-masjid-at-taufiq-batununggal-bandung?redirection_source=landing%20area,-6.928162451128451,107.64207153930488
Kost Lilia Cozy Room Standard Astanaanyar Bandung,Campur,Rp1.200.000,1200000,Kecamatan Astanaanyar,Astanaanyar,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (1.6 km), Alfamart (2.7 km), Church of Isa Almasih (1.2 km), Bank BJB - Cabang Utama Bandung (1.4 km), Universitas Islam Bandung (3.0 km), RS Umum Bungsu (1.8 km).","2.3 x 2.6 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Ventilasi, Jendela, Bantal, Kursi","Kloset Duduk, K. Mandi Luar, Wastafel, Ember mandi, Shower","WiFi, R. Cuci, Kulkas, Laundry, R. Tamu, Penjaga Kos, R. Jemur, Dapur, Jemuran, Pengurus Kos","Parkir Motor, Parkir Sepeda, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-lilia-cozy-room-standard-astanaanyar-bandung-2?redirection_source=landing%20area,-6.93823012397403,107.6036368349644
Kost Anggrek Barokah Bandung Wetan Bandung,Campur,Rp1.700.000,1700000,Kecamatan Bandung Wetan,Bandung Wetan,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Abadi (2.3 km), Alfamart A Yani 419 (971 m), Masjid Al Kautsar (1.5 km), Citibank Indonesia (2.0 km), Universitas Padjadjaran Kampus Dipatiukur (2.4 km), RS Umum Bungsu (2.1 km).","3 x 4 meter, Termasuk listrik","Kasur, Dispenser, Meja, TV, Lemari / Storage, Ventilasi, Jendela, Guling, Cermin, Bantal","K. Mandi Dalam, Kloset Duduk, Shower, Air panas","WiFi, R. Cuci, Kulkas, Penjaga Kos, R. Jemur, Dispenser, Dapur, Jemuran, Pengurus Kos, CCTV","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-anggrek-barokah-bandung-wetan-bandung?redirection_source=landing%20area,-6.904186396131248,107.61773842792536
Kost No 73 Tipe A Cibeunying Kaler Bandung,Putra,Rp1.000.000,1000000,Cibeunying Kaler,Cibeunying Kaler,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Rumah Makan Boemi Mitoha (786 m), Alfamart A Yani 419 (1.3 km), Masjid Pusdai (725 m), Institut Teknologi Nasional Bandung (612 m), Sinar Abadi Balubur Town Square (2.5 km).","3 x 3 meter, Tidak termasuk listrik",,"Kloset Duduk, K. Mandi Luar, Ember mandi, Bak mandi","WiFi, Laundry, R. Jemur, R. Santai, Dapur","Parkir Mobil, Parkir Motor, Parkir Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-putra-eksklusif-kost-no-73-tipe-a-cibeunying-kaler-bandung?redirection_source=landing%20area,-6.885912278795505,107.63018906900952
Kost Exclusive Purawinata 11 Lengkong Bandung,Campur,Rp1.500.000,1500000,Lengkong,Lengkong,"Kost ini berlokasi dekat dengan jalan raya dengan akses yang hanya bisa dilalui oleh motor/sepeda, berlokasi dekat dengan Warteg Bahari (605 m), Alfamart (3.2 km), Church of Isa Almasih (269 m), Bank BJB - Cabang Utama Bandung (741 m), Universitas Islam Bandung (2.6 km), RS Umum Bungsu (858 m).","3 x 3 meter, Tidak termasuk listrik","Kasur, Meja, Lemari / Storage, Jendela, Guling, Bantal, Kursi","K. Mandi Dalam, Kloset Duduk, Kloset Jongkok, Air panas","WiFi, Kulkas, R. Tamu, Penjaga Kos, R. Jemur, R. Makan, R. Santai, Pengurus Kos, CCTV, Balcon","Parkir Motor, Parkir Motor & Sepeda",,https://mamikos.com/room/kost-kota-bandung-kost-campur-eksklusif-kost-exclusive-purawinata-11-lengkong-bandung?redirection_source=landing%20area,-6.933502408108093,107.62627543083988
